en_form,en_sense,de_aligned_forms,de_aligned_counts,example_en_sentence,example_de_sentence,n_instances,total_en_form_instances,pct_of_form
unable,Affect,"nicht Lage, unmöglich","nicht Lage:1, unmöglich:1","We 'll talk more about this in a later video , but even though weak nuclear theory was confirmed in the 1980s , in the equations , the Higgs field is so inextricably jumbled with the weak force , that until now we 've been unable to confirm its actual and independent existence .","Mehr darüber in einem anderen Video . Aber auch wenn die schwache Wechselwirkung in den 1980er Jahren in Gleichungen bestätigt wurde , ist das Higgs - Feld so eng damit verbunden , dass es bis jetzt unmöglich war , dessen unabhängige Existenz zu bestätigen .",2,5,0.4
unable,Judgement,"(NULL), nicht, schlagunfähig","(NULL):1, nicht:1, schlagunfähig:1","Based on past experiences of taking tests , their brains predict a hammering heartbeat , sweaty hands , so much so that they are unable to actually take the test .","Ausgehend von vergangenen Prüfungserfahrungen , sagen Ihre Gehirne einen trommelnden Herzschlag und schwitzige Hände voraus , sodass sie den Test dann wirklich nicht machen können .",3,5,0.6
unacceptable,Appreciation,"inakzeptabel, untragbar","inakzeptabel:1, untragbar:1",And this is unacceptable .,Und das ist inakzeptabel .,2,3,0.6667
unacceptable,Judgement,inakzeptabel,inakzeptabel:1,Do n't you see it 's unacceptable what you 're doing ?,"Seht ihr nicht , dass es inakzeptabel ist was ihr macht ?",1,3,0.3333
unaccountable,Appreciation,unerklärlich,unerklärlich:1,"In 1868 , Thomas Huxley wrote , "" How it is that anything so remarkable as a state of consciousness comes about as the result of irritating nervous tissue is just as unaccountable as the appearance of the genie when Aladdin rubbed his lamp . ""","1868 schrieb Thomas Huxley : "" Wie kann etwas so Außergewöhnliches wie ein Bewusstseinszustand , hervorgerufen durch einen Reiz des Nervensystems , genau so unerklärlich sein wie die Erscheinung des Dschinns aus Aladdins Lampe . """,1,1,1.0
unaffordable,Judgement,unerschwinglich,unerschwinglich:1,"Infection rates climbed , and when treatment became available in the West , treatment that remains our most potent weapon against this virus , it was unaffordable to the public sector across Africa .","Die Infektionsraten stiegen an , und als in westlichen Ländern Behandlungsmittel erhältlich waren , Behandlung , die uns als stärkste Waffe gegen dieses Virus bleibt , war sie unerschwinglich für die öffentliche Hand in ganz Afrika .",1,1,1.0
unanswered,Judgement,unbeantwortet,unbeantwortet:1,"I would send out hundreds of postcards to editors and art directors , but they would go unanswered .","Ich verschickte hunderte von Postkarten an Lektoren und künstlerische Leiter , aber sie blieben unbeantwortet .",1,1,1.0
unattainable,Appreciation,Traum Ferne,Traum Ferne:1,"What that means is that wealth is not only becoming increasingly concentrated in the hands of a select group of individuals , but the American dream is becoming increasingly unattainable for an increasing majority of us .","Das heißt nicht nur , dass sich der Wohlstand zunehmend in den Händen einiger ausgewählter Personengruppen befindet , sondern auch , dass der amerikanische Traum für die meisten von uns in immer weitere Ferne rückt .",1,1,1.0
unaware,Judgement,bewusst,bewusst:2,"And then , there were the teachers , who were incredibly afraid for their own safety , so they had low expectations for the students and themselves , and they were totally unaware of their role in the destruction of the school 's culture .","Auch die Lehrer fürchteten um ihre Sicherheit . Sie hatten geringe Erwartungen an ihre Schüler und sich selbst . Ihnen war nicht bewusst , dass sie damit der Schule schadeten .",2,2,1.0
unbearable,Appreciation,unerträglich,unerträglich:1,"The insomnia became unbearable and after two days with virtually no sleep , I spent a whole night on the floor of our basement bathroom .",Die Schlaflosigkeit wurde unerträglich . Nach zwei Tagen praktisch ohne Schlaf verbrachte ich die ganze Nacht in dem Keller auf dem Badezimmerboden .,1,1,1.0
unbelievable,Appreciation,unglaublich,unglaublich:1,And the answer is that these variations are absolutely unbelievable .,"Die Antwort ist , dass diese Unterschiede absolute unglaublich sind .",1,4,0.25
unbelievable,Judgement,unglaublich,unglaublich:3,It was unbelievable .,Es war unglaublich .,3,4,0.75
uncared,Affect,unerwünscht überflüssig unsichtbar,unerwünscht überflüssig unsichtbar:1,"During my homelessness , I joined Atlanta 's 3,300 homeless youth in feeling uncared for , left out and invisible each night .","Damals gehörte ich zu Atlantas 3 300 obdachlosen Jugendlichen , die sich unerwünscht fühlten , jede Nacht überflüssig und unsichtbar .",1,1,1.0
uncomfortable,Affect,"unangenehm, Gefühl Unwohlsein, fühlte unwohl, unbequem","unangenehm:2, Gefühl Unwohlsein:1, fühlte unwohl:1, unbequem:1","Talking about income inequality , even if you 're not on the Forbes 400 list , can make us feel uncomfortable .","Über Einkommens - Ungleichheit zu reden , selbst wenn man nicht unter Forbes ' 400 ist , kann uns ein Gefühl von Unwohlsein geben .",5,15,0.3333
uncomfortable,Appreciation,"merklich nervös, unbequem, unwohl","merklich nervös:1, unbequem:1, unwohl:1","And in fact , university administrators are a little uncomfortable about the idea that we may be getting close to 70 percent female population in universities .","Das Universitätspersonal wird sogar bereits merklich nervös bei der Vorstellung , dass Universitäten bald zu 70 Prozent weiblich sein werden .",3,15,0.2
uncomfortable,Judgement,"Unbehagen auslöst, unangenehm, unangenehm schmerzhaft, unbehaglich, ungemütlich anpassungsfähig","Unbehagen auslöst:2, unangenehm:2, unangenehm schmerzhaft:1, unbehaglich:1, ungemütlich anpassungsfähig:1","It 's going to be uncomfortable , and it 's going to be painful as they push us to question our own assumptions and beliefs .","Es wird unangenehm und schmerzhaft sein , weil sie uns drängen , unsere eigenen Anschauungen und Überzeugungen zu prüfen .",7,15,0.4667
unconscionable,Judgement,gewissenlos,gewissenlos:1,It would be unconscionable .,Es wäre gewissenlos .,1,1,1.0
unconscious,Affect,Bewusstsein,Bewusstsein:1,"It begins in the morning when you wake up from a dreamless sleep , and it goes on all day until you fall asleep or die or otherwise become unconscious .","Es beginnt an dem Morgen nach einem traumlosen Schlaf und geht den ganzen Tag , bis Sie wieder einschlafen , sterben oder auf andere Art das Bewusstsein verlieren .",1,1,1.0
unconstrained,Judgement,umherschweifen völlig frei,umherschweifen völlig frei:1,"On the other hand , when our minds wander , they 're unconstrained .","Anderseits sind unsere Gedanken , wenn sie umherschweifen , völlig frei .",1,1,1.0
uncontrollable,Appreciation,unkontrollierbar,unkontrollierbar:1,They are not hardwired brain reactions that are uncontrollable .,"Sie sind keine fest verdrahteten Gehirnreaktionen , die unkontrollierbar sind .",1,1,1.0
undefined,Appreciation,undefiniert,undefiniert:2,"Now , many of you might worry that the notion of well - being is truly undefined , and seemingly perpetually open to be re-construed .","Jetzt wenden viele von Ihnen eventuell ein , dass der Begriff von Wohlbefinden undefiniert ist und scheinbar ständig dafür offen , überworfen zu werden .",2,2,1.0
underground,Judgement,verborgen,verborgen:1,It 's our prejudgment that it 's underground .,Unsere Voreingenommenheit sieht das als verborgen an .,1,1,1.0
understandable,Appreciation,verständlich,verständlich:1,"And that 's understandable , because the American dream is an idea in which we all have an equal opportunity to succeed and prosper , as long as we apply ourselves and work hard .","Und das ist auch verständlich , denn der amerikanische Traum ist eine Idee , die besagt , dass wir alle dieselben Möglichkeiten haben , erfolgreich zu sein und voran zu kommen , so lange wir uns anstrengen und hart arbeiten .",1,1,1.0
underway,Appreciation,gerade gesetzt,gerade gesetzt:1,"A global plan of action with a world conservation union , the IUCN , is underway to protect biodiversity , to mitigate and recover from the impacts of climate change , on the high seas and in coastal areas , wherever we can identify critical places .","Ein globaler Aktionsplan mit einem weltweiten Naturschutzbund , dem IUCN wird gerade in Gang gesetzt , um die Artenvielfalt zu schützen , um die Folgen des Klimawandels zu entschärfen und für Erholung zu sorgen .",1,1,1.0
undiscovered,Judgement,unentdeckt,unentdeckt:1,"In this report , he says it was the environment that created Abu Ghraib , by leadership failures that contributed to the occurrence of such abuse , and because it remained undiscovered by higher authorities for a long period of time .","und in dem Bericht sagt er , dass es die Umgebung war , die Abu Ghraib geschaffen hat , durch Führungsfehler , die zu solch einem Missbrauch beitrugen , und zu der Tatsache , dass es lange unentdeckt blieb durch die Befehlsgewalt .",1,1,1.0
uneasy,Affect,unwohl,unwohl:1,But even people who are winning at the speed game admit to feeling a little uneasy .,"Aber sogar die , die dieses Geschwindigkeitsspiel gewinnen geben zu , sich ein wenig unwohl zu fühlen .",1,1,1.0
unequivocal,Appreciation,eindeutig,eindeutig:1,"The findings are unequivocal , and as a sleep scientist , I rarely get to speak with that kind of certainty .",Die Ergebnisse sind eindeutig und als Schlafforscherin kann ich selten mit einer solchen Sicherheit sprechen .,1,1,1.0
unexpected,Appreciation,unerwartet,unerwartet:1,"So this was , you know , unexpected from the world 's -- and so , it was held together by hydrogen bonds between phosphate groups .","Wissen Sie , das war etwas unerwartet von dem welt ... -- es wurde zusammengehalten von Wasserstoff - Verbindungen zwischen Phosphatgruppen .",1,2,0.5
unexpected,Judgement,Überraschung,Überraschung:1,It was n't completely unexpected .,Es war keine große Überraschung .,1,2,0.5
unexplored,Appreciation,unerforscht,unerforscht:1,Yet the twilight zone is virtually unexplored .,Und trotzdem ist die Dämmerzone praktisch unerforscht .,1,1,1.0
unfathomable,Appreciation,unfassbar,unfassbar:1,"The loss of such a young woman is unfathomable , and so as I did my research I found myself searching for Amel 's hope again and her name even means "" hope "" in Arabic .","Der Verlust einer so jungen Frau ist unfassbar , und als ich meine Recherche betrieb , begann ich wieder nach Amels Hoffnung zu suchen -- ihr Name bedeutet in dem Arabischen sogar "" Hoffnung "" .",1,1,1.0
unfounded,Appreciation,unbegründet,unbegründet:2,"And in districts around the country , big and small , who have made this change , they found that these fears are often unfounded and far outweighed by the tremendous benefits for student health and performance , and our collective public safety .","In den Bezirken des Landes , klein und groß , die diese Änderung durchgesetzt haben , stellten sich die Befürchtungen oft als unbegründet heraus und werden weit überwogen von den großen Nutzen für die Gesundheit und Leistungsfähigkeit , und unsere gemeinsame öffentliche Sicherheit .",2,2,1.0
unhappy,Affect,unglücklich,unglücklich:2,And I leave feeling actually unhappy .,Und so macht mich der Besuch unglücklich .,2,6,0.3333
unhappy,Appreciation,"unglücklich, unzufrieden","unglücklich:2, unzufrieden:1","I think there 's a study that says 91 percent of women , and likely those of all gender identities , are unhappy with the way they look .","Es gibt eine Studie , die besagt , dass 91 % der Frauen , und wahrscheinlich aller Geschlechtsidentitäten , unglücklich mit ihrem Aussehen sind .",3,6,0.5
unhappy,Judgement,unglücklich,unglücklich:1,She was n't unhappy about this .,Sie war nicht unglücklich darüber .,1,6,0.1667
unimaginable,Appreciation,Unvorstellbares,Unvorstellbares:1,"Something that was unimaginable , unforeseeable and completely improbable .","Etwas Unvorstellbares , nicht Vorhergesehenes und gänzlich Unwahrscheinliches .",1,1,1.0
uninhabitable,Appreciation,unbewohnbar,unbewohnbar:1,"Hundreds of thousands of others would become horribly ill , and parts of the city would be uninhabitable for years , if not for decades .","Weitere Hunderttausende würden schwer erkranken und Teile der Stadt wären jahrelang unbewohnbar , wenn nicht gar für Jahrzehnte .",1,1,1.0
